FROM_DATE,STORE_CODE,MODULE_TYPE,MODULE_NAME,AREA,FLOOR_NAME,INDEX,MODULE_SIZE_WIDTH,MODULE_SIZE_HEIGHT,M2_MODULE
20240101,CHA002,CASHIER_COUNTER,CASHIER_BACK,NORMAL,1.00,1.75,150.00,120.00,1.80
20240101,CHA002,CASHIER_COUNTER,CASHIER_FRONT,NORMAL,1.00,1.82,105.00,90.00,0.95
20240101,CHA002,GONDOLA,CC1,NORMAL,1.00,1.25,660.00,200.00,13.20
20240101,CHA002,GONDOLA,CC2,NORMAL,1.00,1.25,540.00,120.00,6.48
20240101,CHA002,GONDOLA,CC3,NORMAL,1.00,1.25,600.00,120.00,7.20
20240101,CHA002,FLOOR,FLOOR,NORMAL,1.00,1.00,169.00,100.00,1.69
20240101,CHA002,GONDOLA,G10,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G11,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G12,NORMAL,1.00,1.25,90.00,120.00,1.08
20240101,CHA002,GONDOLA,G13,NORMAL,1.00,1.25,90.00,120.00,1.08
20240101,CHA002,GONDOLA,G14,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G15,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G16,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G17,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G18,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G19,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G20,NORMAL,1.00,1.25,90.00,120.00,1.08
20240101,CHA002,GONDOLA,G21,NORMAL,1.00,1.25,90.00,120.00,1.08
20240101,CHA002,GONDOLA,G22,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G23,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G24,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G25,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G26,NORMAL,1.00,1.25,90.00,120.00,1.08
20240101,CHA002,GONDOLA,G27,NORMAL,1.00,1.25,90.00,120.00,1.08
20240101,CHA002,GONDOLA,G28,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G29,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G3,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G30,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G31,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G32,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G33,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G34,NORMAL,1.00,1.25,90.00,120.00,1.08
20240101,CHA002,GONDOLA,G35,NORMAL,1.00,1.25,90.00,120.00,1.08
20240101,CHA002,GONDOLA,G36,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G37,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G38,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G39,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G4,NORMAL,1.00,1.25,120.00,120.00,1.44
20240101,CHA002,GONDOLA,G40,NORMAL,1.00,1.25,90.00,120.00,1.08
